Unnamed: 0,target,repeat,ic_efe_threshold,ic_div_threshold,num_replanning,trial_steps,timesteps_inside_target,computation_time,unfinished
579,6,1,1.0,50.0,66,101,69,46.274527072906494,False
580,0,7,1.0,20.0,89,101,71,52.06053638458252,False
581,3,8,1.0,30.0,76,101,90,47.902267932891846,False
582,10,9,1.0,30.0,90,101,73,53.00795125961304,False
583,6,0,1.0,40.0,82,101,67,48.97811102867127,False
584,5,6,1.0,20.0,89,101,70,52.14642286300659,False
585,11,4,1.0,-1.0,62,101,74,41.68255400657654,False
586,4,7,-1.0,10.0,69,101,75,41.56479358673096,False
587,9,5,1.0,-1.0,76,101,79,46.4354681968689,False
588,7,5,1.0,30.0,89,101,75,52.50726127624512,False
589,11,1,-1.0,-1.0,100,101,69,49.74428200721741,False
590,5,3,1.0,-1.0,57,101,69,39.85832142829895,False
591,8,9,-1.0,70.0,32,101,85,27.16952633857727,False
592,3,6,-1.0,10.0,61,101,82,36.50567102432251,False
593,5,3,-1.0,30.0,39,101,74,29.51925015449524,False
594,4,5,-1.0,30.0,41,101,80,30.188389539718628,False
595,10,1,-1.0,70.0,25,101,66,24.813516855239868,False
596,3,4,1.0,70.0,77,101,83,48.26451110839844,False
597,5,8,-1.0,10.0,63,101,75,37.20059013366699,False
598,11,2,1.0,-1.0,58,101,60,42.10159516334534,False
599,11,0,1.0,-1.0,77,101,65,46.82830500602722,False
600,5,4,1.0,20.0,85,101,73,50.70399069786072,False
601,7,4,1.0,70.0,82,101,75,50.349146366119385,False
602,0,5,1.0,30.0,88,101,72,51.8722128868103,False
603,8,3,1.0,60.0,86,101,87,51.20595264434815,False
604,8,9,1.0,70.0,80,101,80,49.42470121383667,False
605,0,9,-1.0,30.0,44,101,71,31.25798177719116,False
606,10,7,-1.0,60.0,41,101,73,30.056130170822144,False
607,3,1,-1.0,-1.0,100,101,86,49.438008308410645,False
608,7,1,-1.0,20.0,49,101,74,36.79335308074951,False
609,11,3,-1.0,70.0,25,101,55,24.730265140533447,False
610,8,9,1.0,60.0,80,101,80,48.822999238967896,False
611,0,4,-1.0,10.0,75,101,75,41.437883615493774,False
612,0,4,1.0,-1.0,52,101,70,38.02948307991028,False
613,7,0,-1.0,50.0,44,101,76,30.56580328941345,False
614,0,6,-1.0,40.0,42,101,70,30.57529616355896,False
615,2,8,-1.0,70.0,30,101,88,26.35291290283203,False
616,8,7,-1.0,50.0,33,101,84,26.969383239746094,False
617,7,7,-1.0,30.0,44,101,72,31.243738651275635,False
618,0,9,1.0,50.0,67,101,73,44.01168775558472,False
619,10,1,1.0,30.0,85,101,73,51.14036202430725,False
620,5,8,-1.0,50.0,28,101,63,25.138543128967285,False
621,11,6,-1.0,50.0,29,101,64,25.59954047203064,False
622,5,2,1.0,40.0,84,101,79,49.7566864490509,False
623,7,7,1.0,30.0,84,101,68,50.74895691871643,False
624,4,6,-1.0,60.0,28,101,83,28.686342477798465,False
625,5,1,-1.0,20.0,58,101,74,35.96495819091797,False
626,8,4,-1.0,30.0,39,101,83,29.665760278701782,False
627,1,8,1.0,30.0,77,101,81,48.242120027542114,False
628,7,1,-1.0,30.0,43,101,73,30.918290376663208,False
629,3,4,-1.0,10.0,62,101,80,38.93224906921387,False
630,3,3,-1.0,30.0,34,101,82,27.599858283996586,False
631,11,0,1.0,40.0,81,101,68,48.65975308418274,False
632,3,1,1.0,20.0,85,101,86,50.72101068496704,False
633,4,6,-1.0,20.0,47,101,82,32.0520224571228,False
634,11,5,-1.0,10.0,76,101,68,41.85600543022156,False
635,8,2,1.0,10.0,87,101,85,50.91472220420837,False
636,6,2,1.0,20.0,81,101,68,49.39752006530762,False
637,6,5,-1.0,20.0,52,101,71,33.80855965614319,False
638,1,6,-1.0,30.0,41,101,69,30.32178020477295,False
639,2,0,-1.0,-1.0,100,101,81,49.41873836517334,False
640,3,0,-1.0,50.0,37,101,87,28.171622276306152,False
641,0,4,-1.0,50.0,46,101,76,31.318028211593628,False
642,3,3,1.0,40.0,83,101,84,49.4125657081604,False
643,8,8,-1.0,60.0,24,101,84,24.102755308151245,False
644,10,6,-1.0,10.0,61,101,76,36.65149974822998,False
645,7,4,1.0,20.0,88,101,79,51.848323583602905,False
646,10,0,-1.0,30.0,44,101,73,31.18586158752441,False
647,10,4,-1.0,50.0,24,101,70,23.831218957901,False
648,3,0,1.0,40.0,68,101,88,44.02691030502319,False
649,8,2,-1.0,40.0,24,101,85,24.473846197128296,False
650,2,8,-1.0,20.0,46,101,88,31.626798629760746,False
651,8,3,-1.0,50.0,29,101,78,25.535913228988647,False
652,11,7,1.0,-1.0,70,101,69,44.58295440673828,False
653,2,9,1.0,50.0,76,101,82,47.20306015014648,False
654,1,8,1.0,10.0,87,101,79,50.9432897567749,False
655,6,8,-1.0,20.0,55,101,67,34.77224159240723,False
656,7,5,-1.0,70.0,29,101,72,26.109014749526978,False
657,10,5,1.0,40.0,85,101,73,50.19861388206482,False
658,4,9,1.0,60.0,82,101,78,49.80874848365784,False
659,5,3,1.0,20.0,88,101,75,51.76065635681152,False
660,3,0,1.0,50.0,75,101,88,46.78813433647156,False
661,8,0,1.0,20.0,95,101,83,54.14900159835816,False
662,8,5,-1.0,-1.0,100,101,88,49.73626637458801,False
663,4,4,-1.0,70.0,29,101,72,26.096905946731567,False
664,4,3,-1.0,50.0,36,101,75,29.34612798690796,False
665,9,9,1.0,-1.0,76,101,78,46.56359124183655,False
666,7,0,1.0,-1.0,62,101,76,41.63872265815735,False
667,3,9,1.0,50.0,73,101,83,46.204021692276,False
668,11,2,-1.0,40.0,34,101,59,26.75473690032959,False
669,10,2,1.0,50.0,81,101,74,49.07218456268311,False
670,11,1,1.0,30.0,86,101,74,51.45142936706543,False
671,11,6,-1.0,60.0,30,101,70,26.20543909072876,False
672,10,0,1.0,10.0,84,101,80,49.87276363372803,False
673,7,8,1.0,10.0,92,101,73,52.75264501571655,False
674,3,9,1.0,20.0,81,101,85,49.28883171081543,False
675,2,3,1.0,40.0,81,101,87,48.90891933441162,False
676,7,0,-1.0,10.0,65,101,74,38.02165484428406,False
677,4,4,1.0,20.0,84,101,82,50.45509362220764,False
678,10,6,1.0,10.0,93,101,76,53.13490319252014,False
679,11,2,1.0,40.0,79,101,68,48.10740971565247,False
680,7,2,1.0,30.0,84,101,78,50.84810733795166,False
681,6,4,1.0,40.0,93,101,68,52.901885747909546,False
682,10,4,1.0,-1.0,74,101,75,47.64454817771912,False
683,1,6,1.0,60.0,72,101,78,50.115195751190186,False
684,6,8,-1.0,-1.0,100,101,58,50.15634536743164,False
685,3,8,-1.0,40.0,37,101,85,29.05964827537537,False
686,9,9,-1.0,70.0,23,101,80,28.874816179275516,False
687,0,4,1.0,30.0,87,101,77,51.5141327381134,False
688,7,5,-1.0,30.0,40,101,65,29.81488966941833,False
689,7,0,1.0,10.0,94,101,77,53.17083764076233,False
690,11,1,1.0,10.0,94,101,74,53.44626045227051,False
691,1,8,1.0,60.0,80,101,79,49.11002087593079,False
692,5,2,-1.0,30.0,47,101,74,32.31035614013672,False
693,7,2,-1.0,10.0,68,101,79,39.01234579086304,False
694,2,0,-1.0,30.0,37,101,86,28.774086952209476,False
695,11,6,-1.0,40.0,35,101,57,27.19753861427307,False
696,7,7,-1.0,-1.0,100,101,75,49.688058376312256,False
697,3,8,1.0,70.0,79,101,90,49.07709264755249,False
698,1,4,1.0,-1.0,57,101,79,39.819655895233154,False
699,5,1,-1.0,60.0,41,101,65,29.868492603302,False
700,3,6,1.0,70.0,78,101,82,48.61803364753723,False
701,1,8,1.0,40.0,85,101,79,49.95132088661194,False
702,5,3,1.0,40.0,86,101,76,50.52573895454407,False
703,2,3,1.0,50.0,79,101,87,48.26406693458557,False
704,8,1,-1.0,40.0,27,101,81,25.49193525314331,False
705,4,8,-1.0,20.0,48,101,83,32.39193606376648,False
706,6,4,1.0,50.0,93,101,68,53.525978565216064,False
707,2,0,-1.0,60.0,34,101,86,27.38850212097168,False
708,2,5,-1.0,30.0,40,101,89,29.962344646453857,False
709,2,2,1.0,-1.0,54,101,84,38.82575297355652,False
710,6,1,-1.0,60.0,27,101,53,24.97675132751465,False
711,0,1,1.0,20.0,94,101,74,53.58608031272888,False
712,0,1,1.0,40.0,87,101,75,50.71815824508667,False
713,3,2,-1.0,50.0,26,101,88,24.422738552093502,False
714,2,8,1.0,70.0,64,101,90,43.79821538925171,False
715,7,1,1.0,60.0,91,101,70,52.73992347717285,False
716,5,0,-1.0,70.0,31,101,70,26.66026520729065,False
717,8,5,-1.0,20.0,59,101,82,36.24711513519287,False
718,1,2,1.0,70.0,70,101,78,45.74755811691284,False
719,10,7,-1.0,-1.0,100,101,70,49.76628351211548,False
720,6,0,1.0,30.0,88,101,68,51.86953616142273,False
721,8,5,-1.0,30.0,36,101,86,28.590007781982425,False
722,4,5,-1.0,-1.0,100,101,78,49.62653803825378,False
723,6,7,1.0,30.0,82,101,70,50.18249702453613,False
724,10,9,-1.0,10.0,65,101,72,38.01821517944336,False
725,0,0,1.0,10.0,90,101,76,51.60296106338501,False
726,4,6,-1.0,10.0,74,101,77,41.05794334411621,False
727,11,5,1.0,20.0,85,101,72,51.07578206062317,False
728,9,4,1.0,60.0,78,101,82,52.78403949737549,False
729,2,8,-1.0,50.0,30,101,88,25.85476064682007,False
730,0,8,-1.0,40.0,44,101,75,31.561062812805176,False
731,1,9,-1.0,70.0,30,101,80,26.377774715423584,False
732,7,0,1.0,30.0,86,101,77,51.3772988319397,False
733,6,5,1.0,70.0,83,101,67,50.37933826446533,False
734,9,9,-1.0,30.0,39,101,82,29.616740226745605,False
735,5,5,-1.0,10.0,68,101,63,38.94044494628906,False
736,10,8,-1.0,-1.0,100,101,72,49.736004114151,False
737,7,1,1.0,50.0,93,101,70,53.13298678398132,False
738,1,7,1.0,10.0,96,101,81,54.04205656051636,False
739,5,0,-1.0,50.0,35,101,68,27.433556079864506,False
740,3,0,-1.0,30.0,42,101,84,30.45620584487915,False
741,4,2,-1.0,20.0,54,101,80,34.491614818573,False
742,7,6,-1.0,50.0,28,101,68,25.14421820640564,False
743,2,2,1.0,10.0,94,101,83,53.47758960723877,False
744,8,5,1.0,50.0,74,101,80,46.76952838897705,False
745,4,2,1.0,60.0,86,101,80,51.21779179573059,False
746,8,4,-1.0,20.0,48,101,74,32.43477392196655,False
747,9,2,1.0,-1.0,76,101,86,46.60061717033386,False
748,2,0,-1.0,70.0,37,101,86,28.7313244342804,False
749,1,1,1.0,50.0,85,101,76,50.38697695732117,False
750,2,7,1.0,-1.0,54,101,80,38.83238673210144,False
751,4,1,1.0,60.0,81,101,76,49.31446933746338,False
752,5,1,-1.0,50.0,33,101,65,26.829213619232178,False
753,6,7,-1.0,10.0,66,101,62,38.344486474990845,False
754,0,3,-1.0,70.0,23,101,77,23.942559719085693,False
755,5,5,-1.0,30.0,38,101,71,29.166947841644287,False
756,7,3,-1.0,40.0,31,101,66,27.017348766326904,False
757,9,7,1.0,-1.0,67,101,81,43.43906235694885,False
758,2,5,1.0,40.0,78,101,87,47.57677340507507,False
759,2,2,-1.0,30.0,42,101,85,30.635442972183228,False
760,0,3,1.0,-1.0,69,101,81,43.96634840965271,False
761,11,2,-1.0,30.0,39,101,68,29.64856243133545,False
762,4,3,-1.0,-1.0,100,101,79,49.62150526046753,False
763,6,5,-1.0,-1.0,100,101,71,49.66498017311096,False
764,7,3,-1.0,10.0,68,101,77,41.36116719245911,False
765,0,8,1.0,30.0,86,101,76,51.15911483764648,False
766,7,6,-1.0,70.0,28,101,68,30.609620809555054,False
767,8,8,-1.0,10.0,61,101,85,36.63082194328308,False
768,11,8,1.0,20.0,95,101,65,54.56597185134888,False
769,11,4,-1.0,-1.0,100,101,67,49.732584953308105,False
770,2,9,-1.0,-1.0,100,101,79,49.50250267982483,False
771,4,7,-1.0,-1.0,100,101,78,49.61155104637146,False
772,5,6,-1.0,-1.0,100,101,70,49.63746213912964,False
773,2,7,1.0,20.0,79,101,83,52.973361015319824,False
774,1,3,-1.0,20.0,52,101,78,33.65616846084595,False
775,10,4,1.0,50.0,79,101,73,48.53094720840454,False
776,0,0,-1.0,-1.0,100,101,73,53.52620124816895,False
777,5,5,1.0,40.0,81,101,78,48.81203532218933,False
778,9,1,-1.0,20.0,53,101,85,34.071629762649536,False
779,9,0,-1.0,60.0,28,101,86,25.32485604286194,False
780,11,2,-1.0,20.0,49,101,62,32.717302322387695,False
781,9,9,-1.0,60.0,24,101,84,24.02088022232056,False
782,0,8,1.0,-1.0,54,101,72,38.76032066345215,False
783,1,3,1.0,50.0,86,101,79,52.81660342216492,False
784,3,9,-1.0,60.0,24,101,88,23.97294497489929,False
785,11,2,1.0,20.0,85,101,66,50.91038274765015,False
786,3,9,1.0,40.0,73,101,83,45.85440421104431,False
787,9,5,1.0,10.0,95,101,79,53.81719350814819,False
788,0,7,1.0,40.0,79,101,75,48.09917497634888,False
789,3,0,-1.0,40.0,38,101,87,29.04567289352417,False
790,9,3,1.0,30.0,82,101,82,50.11795282363892,False
791,8,1,-1.0,30.0,41,101,80,30.17940878868103,False
792,9,9,-1.0,40.0,34,101,78,28.183234214782715,False
793,9,4,1.0,40.0,82,101,82,49.09114384651184,False
794,10,0,1.0,50.0,81,101,71,48.87678003311157,False
795,7,2,1.0,40.0,86,101,79,50.443503856658936,False
796,8,0,-1.0,40.0,33,101,83,27.467230319976807,False
797,6,7,-1.0,70.0,28,101,66,25.871256589889526,False
798,2,3,1.0,-1.0,60,101,83,40.94780445098877,False
799,8,0,-1.0,70.0,34,101,87,27.846747875213623,False
800,0,0,1.0,60.0,77,101,69,47.42001748085022,False
801,0,6,1.0,40.0,84,101,79,49.69360375404358,False
802,9,2,-1.0,10.0,64,101,86,37.67286133766174,False
803,4,2,-1.0,-1.0,100,101,77,49.62768626213074,False
804,6,2,-1.0,20.0,42,101,66,30.310671091079712,False
805,7,2,1.0,60.0,85,101,79,50.70409679412842,False
806,4,9,1.0,70.0,80,101,78,49.41804766654968,False
807,1,5,1.0,60.0,75,101,81,47.18165731430054,False
808,1,5,-1.0,30.0,37,101,79,28.94575333595276,False
809,2,9,1.0,-1.0,73,101,82,46.77228093147278,False
810,1,1,-1.0,50.0,32,101,71,26.494216680526733,False
811,9,0,1.0,50.0,77,101,89,47.70985198020935,False
812,5,6,1.0,70.0,79,101,69,49.10792088508606,False
813,5,6,-1.0,30.0,51,101,76,33.68875193595886,False
814,11,5,1.0,60.0,77,101,66,48.24650359153748,False
815,3,7,1.0,60.0,72,101,86,46.28689360618591,False
816,10,3,-1.0,60.0,24,101,74,24.133760929107662,False
817,8,2,1.0,-1.0,72,101,84,45.173861265182495,False
818,4,8,1.0,70.0,80,101,71,49.43495273590088,False
819,3,6,1.0,-1.0,65,101,80,42.69369840621948,False
820,11,7,-1.0,-1.0,100,101,53,50.556994676589966,False
821,1,2,1.0,50.0,80,101,78,48.602078437805176,False
822,1,6,1.0,70.0,84,101,78,50.900646448135376,False
823,6,5,1.0,20.0,91,101,65,52.933915853500366,False
824,3,2,1.0,60.0,74,101,87,47.12187051773071,False
825,6,9,1.0,-1.0,78,101,65,47.27384352684021,False
826,1,0,-1.0,10.0,52,101,80,33.29705572128296,False
827,6,3,1.0,30.0,87,101,69,51.58327722549439,False
828,4,2,-1.0,60.0,35,101,73,27.79892516136169,False
829,9,3,1.0,40.0,81,101,81,48.80534267425537,False
830,9,7,1.0,70.0,83,101,79,50.57439970970154,False
831,10,0,-1.0,70.0,28,101,70,25.765814304351807,False
832,10,6,1.0,50.0,83,101,74,49.80098748207092,False
833,5,1,1.0,40.0,77,101,71,47.25072455406189,False
834,1,2,-1.0,-1.0,100,101,76,49.49277138710022,False
835,7,7,1.0,50.0,84,101,67,50.05817341804504,False
836,1,1,-1.0,40.0,33,101,81,27.612117767333984,False
837,5,7,1.0,30.0,88,101,72,52.17498826980591,False
838,5,3,-1.0,70.0,29,101,72,30.745125770568848,False
839,4,5,1.0,40.0,80,101,75,48.26076579093933,False
840,9,5,-1.0,30.0,33,101,80,27.469234704971317,False
841,9,9,1.0,30.0,87,101,79,51.80403661727905,False
842,1,9,-1.0,60.0,31,101,80,26.522396326065063,False
843,8,9,-1.0,50.0,36,101,75,28.04669451713562,False
844,1,2,1.0,20.0,78,101,82,48.3785445690155,False
845,6,5,1.0,10.0,92,101,66,52.71796298027039,False
846,7,6,-1.0,40.0,31,101,74,27.024821996688843,False
847,9,1,1.0,50.0,82,101,80,49.565040826797485,False
848,7,2,1.0,70.0,80,101,79,49.400131702423096,False
849,10,0,-1.0,-1.0,100,101,74,49.67500400543213,False
850,6,9,-1.0,40.0,40,101,50,30.19187879562378,False
851,8,9,1.0,10.0,97,101,80,54.60780930519104,False
852,11,2,1.0,50.0,78,101,69,48.03925800323486,False
853,9,6,-1.0,10.0,65,101,81,37.84935855865479,False
854,1,9,-1.0,-1.0,100,101,82,49.731595516204834,False
855,7,2,1.0,50.0,86,101,79,53.208977460861206,False
856,7,4,-1.0,70.0,32,101,67,27.140706300735477,False
857,2,7,1.0,10.0,92,101,82,52.74975657463074,False
858,3,0,1.0,-1.0,66,101,88,42.83624482154846,False
859,0,2,-1.0,60.0,28,101,66,25.677000999450684,False
860,3,2,1.0,10.0,92,101,82,55.56702709197998,False
861,10,1,1.0,60.0,84,101,64,50.50404691696167,False
862,6,5,-1.0,70.0,22,101,65,23.616703033447266,False
863,9,1,-1.0,60.0,27,101,74,25.118963718414307,False
864,10,1,-1.0,10.0,60,101,74,36.14789938926697,False
865,2,9,1.0,20.0,83,101,86,50.08615326881409,False
866,5,0,1.0,20.0,87,101,76,51.41706895828247,False
867,0,1,-1.0,30.0,38,101,76,29.246893882751465,False
868,5,7,-1.0,-1.0,100,101,73,49.5864691734314,False
869,3,4,-1.0,60.0,38,101,86,28.83366203308105,False
870,11,3,-1.0,-1.0,100,101,60,49.682769536972046,False
871,3,1,1.0,30.0,78,101,86,48.57506942749024,False
872,5,6,-1.0,70.0,31,101,67,26.942407369613647,False
873,7,8,1.0,50.0,75,101,73,46.95540356636048,False
874,8,9,1.0,40.0,89,101,80,51.66237139701843,False
875,0,6,1.0,50.0,86,101,79,50.7761652469635,False
876,3,4,1.0,20.0,87,101,82,51.51035928726196,False
877,9,7,-1.0,50.0,44,101,83,30.72822952270508,False
878,0,0,-1.0,60.0,25,101,68,24.48425054550171,False
879,11,1,1.0,40.0,94,101,71,54.41450357437134,False
880,5,0,1.0,50.0,71,101,70,45.41572666168213,False
881,7,9,-1.0,50.0,30,101,74,25.882086992263797,False
882,1,4,1.0,40.0,80,101,79,48.21238684654236,False
883,5,4,1.0,50.0,76,101,69,47.22442650794983,False
884,3,7,1.0,-1.0,63,101,82,42.0306499004364,False
885,6,3,-1.0,30.0,53,101,61,34.653335094451904,False
886,11,0,-1.0,20.0,54,101,69,34.33592677116394,False
887,9,9,-1.0,-1.0,100,101,83,50.48708152770996,False
888,5,3,1.0,30.0,89,101,71,52.491628646850586,False
889,7,1,-1.0,70.0,24,101,77,24.25894379615784,False
890,0,0,1.0,30.0,81,101,76,49.21482372283936,False
891,8,8,1.0,30.0,87,101,77,52.07859921455383,False
892,10,4,1.0,40.0,88,101,75,51.127180099487305,False
893,9,0,-1.0,20.0,41,101,83,29.84516739845276,False
894,5,1,1.0,50.0,77,101,71,50.03432488441467,False
895,7,1,1.0,10.0,97,101,70,57.77577042579651,False
896,9,0,1.0,60.0,74,101,89,46.53168272972107,False
897,1,3,-1.0,40.0,48,101,79,32.85518145561218,False
898,1,0,-1.0,30.0,35,101,77,27.989832878112797,False
899,8,6,-1.0,50.0,41,101,75,29.732608318328857,False
900,5,1,1.0,20.0,78,101,77,48.244911193847656,False
901,1,6,-1.0,-1.0,100,101,75,49.64705014228821,False
902,9,7,-1.0,40.0,36,101,80,28.883612155914307,False
903,8,6,1.0,-1.0,66,101,78,43.14411520957947,False
904,11,7,-1.0,50.0,38,101,64,28.64766311645508,False
905,9,3,-1.0,60.0,30,101,79,26.081655740737915,False
906,10,8,-1.0,50.0,34,101,66,27.314244985580444,False
907,6,9,-1.0,10.0,66,101,71,38.2628059387207,False
908,3,2,-1.0,-1.0,100,101,82,49.53643918037415,False
909,7,3,-1.0,30.0,46,101,70,32.01989030838013,False
910,9,7,1.0,50.0,78,101,81,48.00582027435303,False
911,4,7,-1.0,60.0,35,101,77,27.844279289245605,False
912,2,6,1.0,50.0,83,101,87,49.80521178245544,False
913,7,9,-1.0,70.0,29,101,72,26.182849407196045,False
914,10,8,1.0,10.0,92,101,59,52.75332164764404,False
915,8,2,1.0,50.0,83,101,84,49.795440435409546,False
916,6,9,-1.0,30.0,36,101,57,28.58479952812195,False
917,5,9,-1.0,60.0,40,101,72,29.55520391464233,False
918,1,9,-1.0,20.0,49,101,77,32.71920037269592,False
919,1,0,1.0,60.0,80,101,78,48.798640966415405,False
920,0,2,1.0,30.0,88,101,74,51.78645205497742,False
921,5,0,-1.0,30.0,39,101,74,29.33702707290649,False
922,6,7,1.0,50.0,79,101,66,48.35211157798767,False
923,4,4,1.0,40.0,86,101,75,50.39468669891357,False
924,0,1,1.0,10.0,88,101,71,51.09106588363648,False
925,2,1,1.0,-1.0,56,101,83,39.51628541946411,False
926,1,2,-1.0,40.0,31,101,75,26.922594785690308,False
927,2,6,1.0,30.0,74,101,90,47.11372065544128,False
928,2,3,1.0,10.0,90,101,86,52.03961944580078,False
929,4,4,-1.0,20.0,54,101,77,34.43252205848694,False
930,2,4,-1.0,70.0,26,101,87,24.96397590637207,False
931,7,5,-1.0,20.0,49,101,76,32.816118478775024,False
932,3,9,-1.0,-1.0,100,101,87,49.55870604515076,False
933,3,1,1.0,-1.0,44,101,87,35.29301595687866,False
934,4,0,-1.0,10.0,66,101,73,38.2459454536438,False
935,9,8,-1.0,30.0,36,101,77,28.566239833831787,False
936,6,8,1.0,30.0,87,101,66,52.02182650566101,False
937,2,6,-1.0,40.0,37,101,89,28.93273377418518,False
938,4,5,-1.0,10.0,52,101,76,33.35077428817749,False
939,8,8,-1.0,70.0,24,101,84,24.446468114852905,False
940,2,8,1.0,20.0,85,101,88,50.7487895488739,False
941,1,7,-1.0,10.0,73,101,81,40.695918798446655,False
942,9,0,1.0,30.0,82,101,84,50.05785322189331,False
943,10,7,1.0,70.0,82,101,70,50.15830111503601,False
944,11,1,1.0,50.0,94,101,71,53.632084131240845,False
945,6,9,-1.0,-1.0,100,101,68,49.673011302948,False
946,6,2,-1.0,40.0,23,101,55,30.12179589271545,False
947,6,0,-1.0,-1.0,100,101,76,49.65840411186218,False
948,6,7,1.0,70.0,79,101,66,49.10237431526184,False
949,4,6,-1.0,30.0,57,101,82,35.792834758758545,False
950,4,9,-1.0,10.0,74,101,78,41.19152283668518,False
951,6,3,1.0,20.0,93,101,72,53.67085337638855,False
952,2,5,1.0,70.0,78,101,87,48.5693097114563,False
953,10,9,-1.0,60.0,30,101,70,26.20613932609558,False
954,3,6,1.0,60.0,78,101,82,48.49543380737305,False
955,8,8,-1.0,30.0,40,101,83,30.03954696655273,False
956,9,3,-1.0,40.0,38,101,84,29.573506832122803,False
957,10,1,1.0,50.0,84,101,64,50.09575343132019,False
958,8,9,-1.0,20.0,41,101,87,29.964937925338745,False
959,9,5,1.0,60.0,84,101,81,50.66796660423279,False
960,2,0,1.0,10.0,93,101,86,52.8981556892395,False
961,10,4,1.0,70.0,70,101,79,46.00533366203308,False
962,4,1,1.0,50.0,81,101,76,51.33270502090454,False
963,2,9,-1.0,10.0,61,101,79,36.60236072540283,False
964,6,3,-1.0,50.0,35,101,64,27.6622474193573,False
965,1,1,1.0,60.0,85,101,76,50.5479941368103,False
966,7,1,-1.0,-1.0,100,101,71,49.744916677474976,False
967,0,0,1.0,50.0,73,101,69,45.80840301513672,False
968,2,1,1.0,50.0,76,101,82,47.2220938205719,False
969,8,6,-1.0,70.0,41,101,82,30.272886037826535,False
970,0,3,-1.0,30.0,38,101,78,29.19746208190918,False
971,9,8,-1.0,20.0,55,101,83,34.8933367729187,False
972,2,6,-1.0,70.0,25,101,89,24.641433477401733,False
973,1,2,-1.0,70.0,25,101,81,24.65083193778992,False
974,4,1,-1.0,40.0,45,101,80,31.861849784851078,False
975,7,2,-1.0,30.0,46,101,73,31.94010615348816,False
976,4,4,-1.0,60.0,33,101,72,27.029903650283813,False
977,8,7,-1.0,30.0,46,101,86,32.1169490814209,False
978,7,6,1.0,10.0,95,101,69,53.79199719429016,False
979,0,7,1.0,10.0,90,101,71,51.8169801235199,False
980,0,1,-1.0,-1.0,100,101,76,48.73019242286682,False
981,8,4,-1.0,70.0,28,101,87,25.8538875579834,False
982,7,6,1.0,-1.0,57,101,77,39.96512746810913,False
983,3,0,1.0,70.0,71,101,88,46.13232660293579,False
984,2,3,-1.0,40.0,28,101,86,25.76133418083191,False
985,0,5,1.0,70.0,88,101,71,52.26020669937134,False
986,6,3,1.0,50.0,78,101,70,48.16961026191712,False
987,0,8,1.0,10.0,90,101,76,51.88524031639099,False
988,9,9,1.0,10.0,98,101,79,54.88409090042114,False
989,9,0,-1.0,70.0,28,101,86,25.661456823349,False
990,0,0,-1.0,20.0,43,101,75,30.61809468269348,False
991,9,3,1.0,-1.0,76,101,85,46.58955669403076,False
992,5,4,1.0,60.0,72,101,69,46.27053165435791,False
993,6,9,1.0,30.0,90,101,69,53.17566728591919,False
994,1,6,1.0,10.0,96,101,74,54.04445815086365,False
995,6,8,-1.0,40.0,29,101,66,26.455663919448853,False
996,5,0,-1.0,20.0,48,101,68,36.09038591384888,False
997,7,1,-1.0,50.0,35,101,77,29.22005653381348,False
998,9,2,-1.0,20.0,52,101,83,37.99616742134094,False
999,7,8,1.0,-1.0,68,101,77,43.82106256484985,False
1000,3,1,1.0,40.0,78,101,83,48.03966951370239,False
1001,1,8,1.0,-1.0,61,101,81,42.36115002632141,False
1002,0,9,-1.0,50.0,31,101,71,26.14916157722473,False
1003,0,0,1.0,70.0,77,101,69,47.79266428947449,False
1004,10,2,1.0,20.0,93,101,70,53.57862973213196,False
1005,9,8,1.0,-1.0,66,101,83,43.11213803291321,False
1006,2,3,-1.0,60.0,42,101,86,30.2651891708374,False
1007,3,6,1.0,10.0,91,101,80,52.30851769447327,False
1008,10,6,-1.0,-1.0,100,101,80,49.74361276626587,False
1009,10,2,1.0,-1.0,78,101,71,47.288349866867065,False
1010,0,2,-1.0,20.0,47,101,75,31.93507957458496,False
1011,3,0,1.0,60.0,71,101,88,45.82499146461487,False
1012,6,5,-1.0,10.0,60,101,67,36.2361798286438,False
1013,5,6,1.0,-1.0,50,101,71,37.40471434593201,False
1014,7,8,-1.0,-1.0,100,101,69,50.25859093666077,False
1015,5,3,1.0,70.0,74,101,76,47.26904678344727,False
1016,3,2,1.0,30.0,82,101,82,49.99759268760681,False
1017,3,5,1.0,10.0,86,101,88,50.551053047180176,False
1018,11,1,1.0,60.0,94,101,71,54.11723232269287,False
1019,0,1,-1.0,20.0,46,101,76,31.62834095954895,False
1020,3,8,1.0,50.0,73,101,90,46.2682523727417,False
1021,9,8,1.0,30.0,80,101,84,49.38691687583923,False
1022,6,3,-1.0,60.0,29,101,57,25.646846055984497,False
1023,10,3,1.0,-1.0,63,101,76,41.98934006690979,False
1024,0,2,-1.0,-1.0,100,101,68,49.12632250785828,False
1025,2,2,-1.0,-1.0,100,101,86,49.48264384269714,False
1026,1,7,1.0,40.0,79,101,74,47.8419873714447,False
1027,6,6,1.0,40.0,95,101,70,53.79879856109619,False
1028,3,4,1.0,-1.0,55,101,89,39.0843768119812,False
1029,8,1,1.0,50.0,69,101,82,44.90796828269959,False
1030,9,2,1.0,70.0,81,101,86,54.977261781692505,False
1031,11,4,-1.0,30.0,42,101,61,30.65087580680847,False
