target,repeat,ic_efe_threshold,ic_div_threshold,num_replanning,trial_steps,timesteps_inside_target,computation_time,unfinished
7,8,,20.0,62,101,73,37.37899136543274,False
7,3,1.0,60.0,80,101,80,48.986149311065674,False
2,4,,40.0,30,101,87,26.537033081054688,False
7,6,1.0,50.0,71,101,76,45.67851400375366,False
7,5,,50.0,32,101,72,26.551828861236572,False
7,7,1.0,60.0,82,101,67,49.69583296775818,False
0,7,1.0,70.0,74,101,75,47.40645480155945,False
2,0,,40.0,46,101,86,31.8605318069458,False
2,6,1.0,70.0,70,101,87,45.877686500549316,False
10,6,1.0,70.0,73,101,73,47.04993176460266,False
4,3,1.0,60.0,71,101,75,45.92985701560974,False
9,4,1.0,70.0,85,101,82,51.3058123588562,False
2,4,1.0,20.0,87,101,81,51.374733448028564,False
8,3,,30.0,42,101,78,35.68988370895386,False
10,7,,30.0,39,101,72,29.555023193359375,False
2,5,1.0,,61,101,79,41.2708466053009,False
6,0,,30.0,46,101,59,31.931172370910645,False
11,9,1.0,,69,101,60,44.15534734725952,False
6,9,1.0,10.0,97,101,64,54.4704270362854,False
6,1,1.0,30.0,92,101,68,53.25582957267761,False
4,9,1.0,,61,101,79,41.34226322174072,False
1,8,,50.0,47,101,79,32.93539118766785,False
11,6,1.0,60.0,85,101,67,50.92047834396362,False
4,1,,70.0,31,101,81,26.82190990447998,False
5,1,1.0,60.0,78,101,71,48.20192575454712,False
4,3,1.0,40.0,71,101,75,45.6497163772583,False
2,6,,50.0,35,101,87,28.89655375480652,False
11,9,,40.0,34,101,59,26.819678783416748,False
4,6,1.0,30.0,86,101,79,51.16789627075195,False
9,1,1.0,,64,101,84,42.6071093082428,False
8,3,1.0,,66,101,83,43.06465291976929,False
7,9,1.0,10.0,93,101,73,53.08013200759888,False
5,7,,10.0,72,101,72,40.39003920555115,False
9,7,,20.0,56,101,82,35.30411338806152,False
9,2,,70.0,25,101,78,24.620272636413574,False
8,0,,50.0,33,101,85,26.836601495742798,False
3,4,,30.0,43,101,82,30.762957096099854,False
6,5,1.0,,63,101,65,42.00959634780884,False
3,9,,70.0,23,101,88,24.157531023025513,False
2,3,1.0,30.0,76,101,87,47.756802558898926,False
11,3,1.0,20.0,92,101,61,53.4448618888855,False
8,0,1.0,70.0,78,101,87,48.654850482940674,False
5,9,1.0,30.0,92,101,79,53.45292568206787,False
0,2,1.0,,54,101,74,39.68544244766235,False
2,8,1.0,60.0,64,101,90,43.4820601940155,False
4,0,1.0,40.0,79,101,82,48.41374182701111,False
1,3,,10.0,73,101,78,40.711986780166626,False
4,6,,70.0,28,101,80,25.76451849937439,False
1,4,1.0,50.0,81,101,79,48.98776912689209,False
10,2,,70.0,25,101,70,24.80019187927246,False
6,2,1.0,70.0,78,101,67,48.66093397140503,False
11,0,,10.0,72,101,68,40.339704275131226,False
1,5,,60.0,24,101,77,24.048826694488525,False
1,4,1.0,10.0,90,101,77,52.15283751487732,False
10,5,,30.0,48,101,75,32.7067756652832,False
8,5,,10.0,63,101,81,37.26394510269165,False
1,5,1.0,40.0,80,101,81,48.58250284194946,False
0,9,,70.0,31,101,71,26.856447219848633,False
3,9,,20.0,46,101,88,31.761296033859253,False
8,3,1.0,20.0,87,101,83,51.44292855262756,False
3,6,1.0,50.0,68,101,82,44.6327760219574,False
2,6,,30.0,46,101,89,32.04972004890442,False
3,5,1.0,,54,101,86,40.01446294784546,False
0,1,,70.0,33,101,69,27.41709017753601,False
8,3,,70.0,25,101,82,24.782374382019043,False
1,6,,10.0,66,101,75,38.24852442741394,False
4,1,1.0,20.0,85,101,72,50.68188452720642,False
3,5,,40.0,34,101,84,28.140625953674316,False
4,0,,60.0,31,101,81,26.311304330825806,False
7,9,1.0,,80,101,68,48.01249575614929,False
3,1,,60.0,36,101,86,28.066771507263184,False
5,2,,10.0,63,101,72,37.26691436767578,False
7,8,,70.0,29,101,71,26.172582149505615,False
8,2,,30.0,42,101,84,30.5002703666687,False
10,5,,60.0,22,101,74,23.417131662368774,False
0,5,,40.0,32,101,72,27.16283893585205,False
1,4,,70.0,34,101,86,27.828481435775757,False
3,4,,20.0,41,101,82,30.037914037704468,False
2,4,1.0,30.0,81,101,83,49.425095081329346,False
0,6,,50.0,38,101,73,28.56540560722351,False
9,3,,20.0,56,101,78,35.31502914428711,False
0,9,,,100,101,75,49.48804187774658,False
7,3,,50.0,29,101,72,25.608958959579468,False
0,4,1.0,40.0,79,101,72,48.268848180770874,False
9,2,1.0,20.0,93,101,86,53.52005100250244,False
8,9,1.0,20.0,90,101,80,52.558616638183594,False
4,9,1.0,30.0,86,101,77,51.666999101638794,False
9,4,1.0,20.0,89,101,80,56.92053771018982,False
0,8,,10.0,56,101,74,34.72692918777466,False
0,4,,70.0,31,101,71,26.75248670578003,False
6,9,1.0,20.0,89,101,69,52.286516189575195,False
7,5,1.0,10.0,97,101,75,54.44351625442505,False
6,2,1.0,30.0,81,101,68,49.50352478027344,False
7,4,,20.0,55,101,68,34.93270540237427,False
3,6,,60.0,29,101,83,25.694947957992554,False
10,3,1.0,30.0,79,101,79,49.203238010406494,False
3,0,1.0,20.0,79,101,88,48.44350504875183,False
4,1,,60.0,30,101,81,26.06524896621704,False
8,5,,40.0,36,101,80,28.666015148162842,False
11,7,,10.0,59,101,63,38.61627149581909,False
5,5,1.0,20.0,91,101,70,52.72586679458618,False
3,1,,10.0,62,101,81,36.83800148963928,False
5,2,,50.0,29,101,73,27.041016340255737,False
2,9,1.0,60.0,76,101,82,47.55554938316345,False
3,3,1.0,50.0,75,101,84,46.882527112960815,False
2,5,,,100,101,85,49.484843015670776,False
8,9,,10.0,73,101,85,40.82944703102112,False
0,4,1.0,60.0,80,101,72,49.04399752616882,False
7,1,1.0,,65,101,65,42.78962564468384,False
9,1,1.0,30.0,80,101,86,49.50311517715454,False
0,5,,70.0,24,101,70,24.349862337112427,False
5,4,,,100,101,78,49.60330677032471,False
10,0,,60.0,24,101,64,23.9189031124115,False
11,9,,,100,101,67,49.83877658843994,False
11,4,,50.0,27,101,62,26.864184141159058,False
10,2,1.0,10.0,93,101,70,53.12686371803284,False
5,3,1.0,60.0,75,101,76,47.330764293670654,False
5,6,,10.0,80,101,69,43.26552939414978,False
1,5,,50.0,24,101,77,23.71493935585022,False
6,1,1.0,10.0,97,101,71,54.480202198028564,False
5,8,1.0,40.0,80,101,72,48.31767654418945,False
4,3,1.0,20.0,76,101,81,52.01286220550537,False
5,5,,60.0,31,101,70,26.520798206329346,False
5,6,,40.0,42,101,74,30.713791131973267,False
0,7,,,100,101,66,49.32641673088074,False
11,7,1.0,50.0,76,101,65,50.34577655792236,False
10,9,1.0,20.0,91,101,76,52.82023310661316,False
10,8,1.0,30.0,93,101,59,54.02606701850891,False
3,4,,40.0,28,101,79,31.613236665725708,False
2,8,1.0,40.0,73,101,90,46.128106117248535,False
10,5,1.0,20.0,83,101,74,50.04594087600708,False
10,2,1.0,30.0,87,101,70,51.867464780807495,False
7,1,1.0,30.0,85,101,68,51.13003897666931,False
2,2,1.0,20.0,87,101,83,51.2593674659729,False
5,3,,40.0,38,101,74,29.30026364326477,False
10,2,,20.0,49,101,74,32.788907527923584,False
0,5,,50.0,28,101,65,25.124495029449463,False
4,6,,40.0,32,101,74,27.24874758720398,False
9,6,1.0,20.0,93,101,82,53.77747869491577,False
2,9,1.0,40.0,80,101,82,48.232778787612915,False
9,9,,50.0,34,101,84,27.26793336868286,False
1,2,,50.0,35,101,83,27.604341983795166,False
6,6,,40.0,36,101,64,28.833817720413208,False
4,9,,70.0,29,101,69,26.240307092666626,False
5,5,1.0,10.0,95,101,70,53.773221492767334,False
3,7,,50.0,27,101,86,24.866114139556885,False
8,4,1.0,40.0,80,101,78,48.30861735343933,False
3,1,,50.0,32,101,86,26.505747318267822,False
8,6,1.0,30.0,85,101,78,56.67187809944153,False
8,2,,20.0,48,101,86,32.40258979797363,False
7,0,1.0,50.0,67,101,69,44.02748990058899,False
7,2,,50.0,25,101,69,24.060776948928833,False
10,5,1.0,60.0,79,101,73,48.71506309509277,False
3,5,,30.0,35,101,84,32.98487401008606,False
10,4,,20.0,49,101,74,32.81452417373657,False
6,4,,20.0,60,101,65,36.58522629737854,False
10,1,1.0,40.0,84,101,64,50.863537549972534,False
11,0,,60.0,32,101,67,26.779077529907227,False
11,7,1.0,60.0,81,101,65,49.613508224487305,False
2,5,,20.0,42,101,82,30.24389386177063,False
7,8,,30.0,60,101,68,36.83767867088318,False
3,8,,50.0,33,101,84,26.85662031173706,False
3,0,,,100,101,83,49.8410906791687,False
1,4,,10.0,65,101,86,37.97179985046387,False
10,7,1.0,20.0,93,101,75,53.575729846954346,False
11,6,,30.0,29,101,72,26.067086219787598,False
10,8,,20.0,47,101,68,32.117894649505615,False
3,3,1.0,30.0,81,101,83,49.551024198532104,False
4,6,1.0,70.0,87,101,79,51.78290343284607,False
8,6,,30.0,49,101,82,33.173386573791504,False
2,3,1.0,60.0,77,101,87,47.99246549606323,False
0,5,,30.0,35,101,72,28.203686237335205,False
2,9,1.0,70.0,71,101,82,46.19381523132324,False
8,8,1.0,70.0,75,101,81,47.69380283355713,False
4,1,1.0,,62,101,70,42.92183971405029,False
5,4,,10.0,60,101,70,36.12714719772339,False
10,7,1.0,,73,101,71,45.574912309646606,False
3,6,1.0,30.0,83,101,80,50.405614137649536,False
7,9,1.0,40.0,87,101,72,50.87741684913635,False
6,5,,40.0,32,101,56,27.494658708572388,False
5,9,1.0,20.0,91,101,79,52.88089895248413,False
6,4,1.0,60.0,70,101,71,45.71239948272705,False
9,4,,40.0,27,101,87,25.823485851287842,False
2,1,,70.0,32,101,82,26.993781566619873,False
8,5,1.0,10.0,95,101,76,53.75625824928284,False
1,9,,30.0,30,101,80,26.547245502471924,False
10,7,,50.0,35,101,71,27.63105797767639,False
3,0,,60.0,37,101,87,28.445404767990112,False
6,5,,60.0,27,101,62,25.138229846954346,False
5,7,1.0,50.0,71,101,67,45.56756949424744,False
7,0,1.0,20.0,90,101,77,52.33586144447327,False
11,3,,20.0,49,101,72,37.023842096328735,False
3,7,1.0,30.0,79,101,87,48.85876178741455,False
5,1,1.0,30.0,76,101,77,47.947638273239136,False
0,8,1.0,40.0,68,101,67,44.052226543426514,False
11,5,,70.0,31,101,64,26.841142892837524,False
11,9,1.0,40.0,77,101,65,47.45502805709839,False
3,8,,30.0,50,101,82,33.46988296508789,False
10,4,,30.0,39,101,71,29.563171863555908,False
2,2,1.0,30.0,79,101,81,48.74512243270874,False
4,1,,,100,101,77,49.924689054489136,False
4,0,,,100,101,83,49.50546979904175,False
9,0,,,100,101,88,49.61399579048157,False
11,6,,10.0,67,101,72,38.73305559158325,False
2,1,,60.0,32,101,82,26.6782648563385,False
6,2,,70.0,35,101,62,28.169024229049683,False
1,9,,40.0,29,101,80,26.37522292137146,False
5,6,,60.0,39,101,73,29.18622350692749,False
11,4,1.0,40.0,78,101,71,47.91275429725647,False
1,2,1.0,30.0,79,101,82,48.91225504875183,False
6,9,1.0,70.0,84,101,70,50.76118183135986,False
8,8,1.0,40.0,81,101,81,48.82420086860657,False
2,8,,,100,101,83,49.80419969558716,False
4,0,1.0,,56,101,77,39.47111701965332,False
5,0,1.0,70.0,71,101,70,46.160407066345215,False
0,1,1.0,70.0,87,101,75,56.518168210983276,False
10,9,1.0,10.0,88,101,76,51.37098717689514,False
9,3,1.0,20.0,84,101,82,50.46700596809387,False
3,8,,20.0,56,101,82,35.24027919769287,False
6,0,1.0,20.0,88,101,68,56.21260404586792,False
9,5,,40.0,35,101,81,28.500771522521973,False
8,9,,60.0,35,101,75,27.8963565826416,False
0,2,,70.0,28,101,66,25.655483722686768,False
8,0,1.0,60.0,78,101,87,48.15449643135071,False
6,6,1.0,20.0,85,101,71,50.8626172542572,False
11,0,1.0,50.0,81,101,68,49.08494210243225,False
9,9,1.0,40.0,89,101,81,51.67719101905823,False
6,8,,10.0,65,101,62,37.92669701576233,False
11,4,1.0,30.0,76,101,74,48.022807359695435,False
3,7,,,100,101,87,49.60898447036743,False
2,3,1.0,20.0,88,101,85,51.746044397354126,False
8,3,,60.0,33,101,79,27.349327325820923,False
6,6,,50.0,20,101,56,22.42050838470459,False
7,3,1.0,70.0,79,101,80,54.127760887145996,False
4,2,1.0,20.0,88,101,80,51.76054501533508,False
4,3,1.0,50.0,69,101,75,44.994409799575806,False
9,1,1.0,40.0,86,101,78,51.36041307449341,False
1,8,,70.0,37,101,80,28.883959531784058,False
6,0,1.0,10.0,92,101,72,52.617432832717896,False
10,6,,20.0,48,101,76,32.44374632835388,False
2,1,,20.0,44,101,86,30.844930410385132,False
11,5,1.0,10.0,91,101,71,52.53198575973511,False
8,9,1.0,,82,101,85,50.296122312545776,False
6,5,1.0,30.0,87,101,67,51.61685514450073,False
4,7,,70.0,24,101,81,24.263182878494263,False
6,8,1.0,40.0,83,101,68,49.36154556274414,False
3,8,1.0,20.0,85,101,90,50.733971118927,False
6,6,,10.0,62,101,68,36.88867402076721,False
10,5,,50.0,29,101,76,25.661546230316162,False
11,4,1.0,10.0,96,101,69,54.31727623939514,False
8,9,1.0,50.0,81,101,80,49.29979228973389,False
10,2,,,100,101,75,49.79206442832947,False
0,4,1.0,70.0,69,101,72,45.6482834815979,False
10,7,1.0,40.0,74,101,69,46.39938235282898,False
10,0,,40.0,44,101,73,31.49119544029236,False
4,1,,50.0,36,101,81,27.902185678482056,False
7,6,,20.0,45,101,66,31.445924282073975,False
10,3,,50.0,33,101,74,26.90443992614746,False
7,4,,,100,101,75,49.68940997123718,False
6,6,,,100,101,66,49.66529679298401,False
6,7,1.0,60.0,79,101,66,48.78249907493591,False
2,9,,60.0,28,101,84,25.431212186813354,False
4,7,1.0,,81,101,76,48.38228392601013,False
3,1,,40.0,43,101,81,30.9127836227417,False
0,2,1.0,10.0,90,101,74,51.83491349220276,False
6,1,1.0,,63,101,72,41.95724940299988,False
0,9,,40.0,34,101,72,28.105905294418335,False
6,0,,60.0,26,101,51,24.62112522125244,False
11,1,,20.0,40,101,63,29.566749811172485,False
9,7,,30.0,42,101,81,30.615484714508057,False
11,9,1.0,20.0,90,101,64,52.74223208427429,False
2,2,1.0,50.0,71,101,85,47.60338258743286,False
0,5,,20.0,53,101,74,34.069087743759155,False
3,2,1.0,50.0,71,101,87,47.69986128807068,False
6,5,,30.0,44,101,66,31.385751724243164,False
3,3,,20.0,45,101,76,31.41767382621765,False
7,3,,20.0,55,101,73,34.92353320121765,False
10,1,1.0,,60,101,74,40.978097677230835,False
6,0,1.0,50.0,84,101,67,50.04892706871033,False
6,1,1.0,60.0,62,101,69,42.76228141784668,False
6,9,,20.0,43,101,68,30.684887409210205,False
8,9,,30.0,40,101,85,30.04959011077881,False
8,4,,50.0,28,101,87,25.195029497146606,False
8,7,1.0,70.0,80,101,81,49.45008873939514,False
10,4,,,100,101,74,49.774916887283325,False
6,1,,70.0,25,101,57,24.781801462173462,False
1,1,1.0,30.0,79,101,79,48.8639178276062,False
11,9,,60.0,31,101,65,26.623392343521118,False
8,6,1.0,40.0,74,101,83,46.26319360733032,False
11,5,1.0,40.0,78,101,66,47.8761522769928,False
5,0,,,100,101,76,49.58219361305237,False
11,4,,60.0,23,101,65,23.781414031982422,False
7,9,1.0,70.0,74,101,68,47.49641036987305,False
4,6,1.0,10.0,89,101,77,51.71812415122986,False
4,0,1.0,20.0,82,101,79,49.528690814971924,False
4,0,,50.0,37,101,81,28.145347118377686,False
8,1,1.0,20.0,87,101,83,51.47270655632019,False
5,5,,40.0,38,101,71,29.34121561050415,False
0,5,1.0,,60,101,64,40.75005054473877,False
3,1,,20.0,56,101,79,35.23219847679138,False
5,1,,10.0,65,101,78,37.90658974647522,False
10,6,,40.0,40,101,74,28.674453735351562,False
0,5,1.0,60.0,88,101,71,51.88822078704834,False
6,8,1.0,20.0,91,101,66,52.9851348400116,False
2,4,1.0,,51,101,83,38.898808002471924,False
8,6,1.0,20.0,94,101,78,53.935362815856934,False
3,2,1.0,,42,101,82,34.585888385772705,False
9,4,1.0,,76,101,80,46.54745411872864,False
9,4,1.0,10.0,93,101,80,53.14724946022034,False
2,7,,60.0,31,101,86,26.52387762069702,False
5,3,1.0,10.0,92,101,75,52.72935652732849,False
8,7,,,100,101,78,49.739686489105225,False
0,2,,40.0,37,101,68,28.948766469955444,False
10,8,,40.0,33,101,78,26.38237190246582,False
0,1,1.0,30.0,94,101,74,53.9278769493103,False
6,6,,70.0,20,101,56,22.99102783203125,False
1,8,,,100,101,77,49.65065550804138,False
4,6,,,100,101,77,49.63361835479736,False
5,1,1.0,10.0,97,101,72,54.473628282547,False
0,5,1.0,10.0,91,101,72,52.35103154182434,False
8,1,1.0,,56,101,86,41.06967282295227,False
0,3,1.0,70.0,86,101,78,51.64915370941162,False
7,9,1.0,20.0,82,101,74,49.82487440109253,False
8,2,1.0,40.0,83,101,84,50.26206731796265,False
11,3,,60.0,25,101,55,24.435142278671265,False
1,5,,20.0,45,101,81,31.230491161346436,False
4,3,,20.0,54,101,80,34.42036819458008,False
11,6,,70.0,29,101,70,26.10100793838501,False
6,2,,,100,101,65,49.66080617904663,False
9,3,,70.0,30,101,79,26.39271330833435,False
0,6,,70.0,30,101,73,26.39486265182495,False
4,1,,20.0,59,101,82,36.21389198303223,False
2,0,1.0,30.0,82,101,86,49.79381012916565,False
0,3,,60.0,25,101,77,24.476396560668945,False
4,6,,50.0,26,101,83,24.47904372215271,False
0,2,1.0,20.0,89,101,74,51.90906643867493,False
11,2,,,100,101,71,49.76133370399475,False
6,3,,,100,101,72,50.196247816085815,False
7,2,,40.0,48,101,72,32.93554878234863,False
9,3,1.0,10.0,87,101,81,51.07254099845886,False
0,3,,20.0,47,101,74,31.925119400024414,False
0,2,,10.0,55,101,73,34.47019600868225,False
2,5,1.0,20.0,81,101,87,49.22171068191528,False
9,7,,10.0,57,101,71,35.073891401290894,False
7,8,1.0,60.0,76,101,73,51.72680711746216,False
10,5,,20.0,45,101,68,31.32463574409485,False
10,4,1.0,30.0,92,101,78,53.57571744918823,False
1,0,1.0,20.0,88,101,82,51.43973755836487,False
8,3,1.0,10.0,94,101,83,53.372278690338135,False
11,9,,70.0,27,101,65,25.44480037689209,False
11,1,,10.0,59,101,63,35.890889406204224,False
6,6,1.0,10.0,95,101,73,53.8121132850647,False
3,0,1.0,30.0,77,101,88,48.160882234573364,False
3,2,1.0,20.0,83,101,82,50.00761318206787,False
5,1,1.0,,63,101,66,41.86946177482605,False
2,2,,70.0,20,101,82,22.93609642982483,False
2,7,,30.0,40,101,88,29.947275638580322,False
1,4,1.0,60.0,81,101,79,49.35712933540344,False
1,7,1.0,70.0,80,101,74,49.306349754333496,False
6,6,,30.0,37,101,64,28.909757375717163,False
5,2,,20.0,47,101,70,32.04155611991882,False
8,4,,40.0,29,101,68,26.230313777923584,False
2,8,1.0,30.0,83,101,88,55.638211250305176,False
8,6,,60.0,32,101,82,26.889681339263916,False
5,0,1.0,30.0,84,101,76,50.66026449203491,False
11,7,1.0,70.0,81,101,65,49.88711738586426,False
8,0,,20.0,56,101,80,35.16176962852478,False
0,4,,40.0,38,101,75,29.24336838722229,False
8,3,,40.0,41,101,81,30.326311111450195,False
5,6,1.0,30.0,89,101,70,52.53284764289856,False
10,6,,30.0,41,101,64,30.30043363571167,False
1,6,,40.0,38,101,72,29.42347264289856,False
9,4,,70.0,29,101,75,26.094890117645264,False
10,3,,30.0,46,101,77,31.97881245613098,False
7,2,1.0,10.0,91,101,72,52.45878791809082,False
11,1,1.0,70.0,91,101,71,53.48561191558838,False
5,2,1.0,60.0,76,101,79,47.61253094673157,False
11,0,1.0,30.0,85,101,65,51.090566873550415,False
8,6,,20.0,57,101,83,35.55688977241516,False
11,5,,50.0,33,101,66,26.926464557647705,False
10,7,1.0,60.0,82,101,70,49.94361615180969,False
3,9,1.0,70.0,65,101,83,44.30059576034546,False
5,7,,40.0,39,101,65,29.68873381614685,False
6,4,,30.0,39,101,68,29.771497011184692,False
11,6,1.0,40.0,87,101,67,51.0021870136261,False
3,2,,10.0,64,101,83,37.54688596725464,False
5,0,1.0,,52,101,75,37.997435331344604,False
9,2,1.0,40.0,84,101,85,49.89145040512085,False
0,3,1.0,20.0,89,101,81,51.88650441169739,False
5,1,,,100,101,69,50.081868410110474,False
4,1,,30.0,51,101,80,33.6326470375061,False
9,5,,50.0,26,101,79,24.680565357208252,False
7,3,1.0,40.0,88,101,80,51.99565291404724,False
8,5,,70.0,29,101,84,26.255245685577393,False
0,6,,,100,101,75,49.308836936950684,False
5,0,1.0,60.0,71,101,70,45.84245419502258,False
1,8,,40.0,41,101,78,30.427058935165405,False
4,4,,10.0,57,101,80,35.13046360015869,False
9,8,,10.0,60,101,81,36.3359899520874,False
3,9,1.0,,62,101,85,41.68138098716736,False
3,5,1.0,20.0,83,101,88,50.0643413066864,False
6,1,1.0,20.0,90,101,71,52.56420302391052,False
7,9,,30.0,38,101,76,29.216082334518433,False
11,2,1.0,30.0,84,101,66,50.78052258491516,False
6,3,,20.0,56,101,63,35.22884798049927,False
1,5,,70.0,36,101,70,28.53480553627014,False
4,0,,40.0,48,101,79,32.872074604034424,False
7,4,1.0,50.0,82,101,74,49.39910364151001,False
1,1,,10.0,64,101,74,37.521225690841675,False
3,9,,30.0,46,101,79,31.949703693389893,False
3,9,1.0,60.0,65,101,83,43.914101123809814,False
2,7,,40.0,36,101,88,28.57824969291687,False
11,0,,50.0,32,101,54,26.529037475585938,False
7,8,1.0,20.0,89,101,71,52.34758448600769,False
2,0,1.0,50.0,66,101,85,43.62112307548523,False
11,7,1.0,20.0,92,101,69,53.478861808776855,False
9,8,1.0,20.0,86,101,83,51.22861289978027,False
7,5,1.0,,65,101,71,42.80372738838196,False
8,2,1.0,70.0,67,101,80,44.84102821350098,False
5,0,1.0,10.0,90,101,76,51.86908173561096,False
8,3,1.0,50.0,86,101,87,53.513757944107056,False
4,5,,50.0,27,101,81,24.89208483695984,False
9,6,1.0,60.0,89,101,85,52.30771827697754,False
5,9,,70.0,26,101,78,25.16956353187561,False
10,5,,10.0,69,101,73,39.50098896026611,False
4,0,,70.0,32,101,76,27.177210330963135,False
8,4,,,100,101,82,49.68632507324219,False
5,0,,60.0,39,101,65,29.144433975219727,False
8,9,,,100,101,79,49.7180495262146,False
10,8,1.0,20.0,93,101,59,53.57288646697998,False
7,9,,60.0,28,101,74,25.50341773033142,False
3,8,1.0,,55,101,88,39.25353956222534,False
6,4,,40.0,41,101,68,30.55238938331604,False
4,3,1.0,70.0,70,101,75,45.87961935997009,False
6,1,,,100,101,66,49.61957836151123,False
0,1,,50.0,30,101,78,25.74751591682434,False
8,6,1.0,50.0,73,101,83,46.487508058547974,False
8,2,,,100,101,84,49.776708126068115,False
1,7,,20.0,32,101,81,26.779456615447998,False
9,0,,10.0,70,101,79,39.64285969734192,False
2,3,,50.0,30,101,86,25.779292821884155,False
3,4,1.0,60.0,77,101,83,48.0658495426178,False
10,5,1.0,50.0,85,101,73,53.40122175216675,False
5,0,,10.0,65,101,72,37.87816405296326,False
7,6,1.0,40.0,84,101,71,49.78794503211975,False
11,2,,50.0,37,101,67,28.361749410629272,False
3,3,,50.0,33,101,86,26.79984998703003,False
7,6,1.0,20.0,93,101,70,53.603495597839355,False
3,2,,40.0,30,101,88,26.377647399902344,False
7,0,1.0,40.0,82,101,73,48.88036894798279,False
10,7,,70.0,39,101,73,29.691121578216553,False
1,3,,,100,101,77,49.629446506500244,False
9,5,,10.0,54,101,86,34.14152455329895,False
2,8,,60.0,32,101,88,29.90828561782837,False
10,3,1.0,40.0,86,101,81,50.59987688064575,False
7,7,,70.0,32,101,65,27.186892986297607,False
3,4,,50.0,38,101,86,28.62613034248352,False
5,7,1.0,60.0,71,101,67,45.97869348526001,False
8,1,,10.0,58,101,85,35.58785700798035,False
0,6,,10.0,63,101,76,37.15809774398804,False
9,9,1.0,20.0,92,101,79,53.382211446762085,False
8,3,1.0,40.0,93,101,85,52.97069954872131,False
9,7,,70.0,32,101,83,27.09888482093811,False
8,8,1.0,10.0,93,101,77,53.17084574699402,False
11,7,,30.0,30,101,65,26.39223051071167,False
2,5,,10.0,66,101,83,38.32021951675415,False
0,8,,50.0,28,101,70,25.11451244354248,False
11,4,1.0,60.0,80,101,71,49.23278021812439,False
0,0,,40.0,39,101,73,29.716452836990356,False
9,5,,,100,101,82,49.77500510215759,False
5,5,1.0,,49,101,72,36.97201681137085,False
9,8,1.0,40.0,75,101,82,46.67745041847229,False
7,9,,,100,101,75,49.70055675506592,False
3,5,,60.0,32,101,85,26.78175401687622,False
7,4,1.0,40.0,81,101,74,48.63973808288574,False
10,2,1.0,60.0,81,101,74,49.430811166763306,False
11,6,1.0,70.0,85,101,67,51.46435236930847,False
9,9,1.0,60.0,72,101,81,46.55533218383789,False
4,3,,40.0,42,101,78,30.839083433151245,False
0,2,,50.0,32,101,66,26.468233823776245,False
6,4,1.0,,65,101,68,42.75210428237915,False
8,4,1.0,50.0,81,101,78,49.28753447532654,False
3,8,,10.0,62,101,81,36.94031524658203,False
9,6,1.0,70.0,87,101,85,51.914557695388794,False
4,2,1.0,,59,101,76,40.596230268478394,False
4,8,,,100,101,77,49.95610761642456,False
10,0,,20.0,50,101,72,33.036224126815796,False
7,2,,20.0,45,101,71,31.439062356948853,False
4,4,1.0,10.0,89,101,82,51.614678621292114,False
7,5,1.0,70.0,84,101,77,50.95852780342102,False
9,5,,20.0,45,101,74,31.386839628219604,False
9,2,,40.0,38,101,81,29.57807469367981,False
1,6,,50.0,39,101,79,28.903414964675903,False
0,1,,60.0,33,101,55,27.27239155769348,False
10,8,1.0,50.0,83,101,71,49.74848198890686,False
6,4,,,100,101,68,49.544185161590576,False
9,4,,30.0,30,101,80,26.4225070476532,False
7,5,,60.0,32,101,72,26.82855772972107,False
2,9,,20.0,45,101,81,31.24260902404785,False
8,1,,,100,101,86,49.856626987457275,False
10,0,,10.0,49,101,81,32.25402903556824,False
4,8,,30.0,37,101,83,28.80843496322632,False
6,8,1.0,60.0,82,101,68,49.87163281440735,False
10,7,1.0,30.0,93,101,75,54.01757860183716,False
0,3,,,100,101,72,49.401883125305176,False
8,4,1.0,10.0,93,101,79,56.395453691482544,False
5,9,1.0,60.0,82,101,77,49.78610873222351,False
4,4,,50.0,34,101,72,27.190436601638794,False
9,7,,,100,101,82,49.72871279716492,False
3,8,,70.0,26,101,84,25.188894987106323,False
1,1,1.0,10.0,91,101,79,52.23343062400818,False
8,4,1.0,20.0,93,101,78,53.6359121799469,False
4,8,,60.0,23,101,73,23.716676235198975,False
8,5,1.0,,78,101,76,47.255913972854614,False
9,4,,20.0,54,101,89,34.60082650184631,False
0,3,1.0,30.0,84,101,81,50.41181564331055,False
11,6,1.0,,71,101,75,44.847471714019775,False
0,7,,40.0,29,101,76,31.897392749786377,False
4,5,,70.0,27,101,81,25.35137438774109,False
1,3,,70.0,32,101,72,27.097585678100586,False
4,2,,40.0,41,101,80,30.53232765197754,False
7,4,1.0,10.0,94,101,79,53.41030764579773,False
4,3,1.0,,67,101,74,43.41690015792847,False
1,3,1.0,60.0,86,101,79,51.0579891204834,False
0,7,,30.0,36,101,75,28.53435182571411,False
2,6,1.0,20.0,85,101,90,50.66467809677124,False
0,4,1.0,50.0,81,101,72,50.966071367263794,False
7,1,,40.0,38,101,73,29.366679906845093,False
7,7,,40.0,43,101,72,31.222572326660156,False
4,5,,40.0,37,101,75,29.077734231948853,False
11,4,1.0,70.0,73,101,71,47.158390522003174,False
8,1,1.0,30.0,92,101,83,53.40117335319519,False
5,0,,40.0,44,101,74,31.32016372680664,False
0,4,,,100,101,78,49.500929832458496,False
0,9,1.0,10.0,92,101,78,55.448790550231934,False
11,9,,30.0,31,101,53,26.742600202560425,False
